Attrition_Flag,Customer_Age,Gender,Education_Level,Card_Category,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income_Category_final,customer
Existing Customer,43,F,Graduate,Blue,1069,0.581,1285,16,0.333,0.316,SecondClass,Customer N_266
Existing Customer,50,F,Graduate,Blue,2242,0.816,1142,28,1,0.447,SecondClass,Customer N_267
Existing Customer,38,F,Uneducated,Blue,1605,0.574,1190,46,0.643,0.625,SecondClass,Customer N_268
Existing Customer,53,F,Graduate,Blue,1785,1.051,1052,24,0.714,0.514,SecondClass,Customer N_269
Existing Customer,43,M,Graduate,Silver,1699,0.771,1628,38,0.727,0.049,FirstClass,Customer N_270
Existing Customer,53,M,High School,Blue,1844,0.986,1740,32,0.882,0.557,FirstClass,Customer N_271
Existing Customer,56,F,Graduate,Blue,2462,1.707,1378,29,0.812,0.955,SecondClass,Customer N_272
Existing Customer,57,F,High School,Blue,2321,1.315,1389,32,0.6,0.846,SecondClass,Customer N_273
Existing Customer,62,M,High School,Blue,1571,1.031,1365,38,1,0.756,SecondClass,Customer N_274
Existing Customer,46,F,Graduate,Blue,1942,1.027,1715,43,0.87,0.31,SecondClass,Customer N_275
Existing Customer,49,M,Uneducated,Blue,1560,0.827,1582,25,0.786,0.2,SecondClass,Customer N_276
Existing Customer,52,M,Graduate,Blue,1692,0.62,1220,22,0.692,0.62,FirstClass,Customer N_277
Attrited Customer,58,M,Uneducated,Blue,537,0.819,715,13,0.182,0.373,SecondClass,Customer N_278
Existing Customer,54,M,High School,Blue,1710,1.223,2552,49,1.227,0.105,FirstClass,Customer N_279
Existing Customer,49,M,Graduate,Blue,0,0.507,1106,31,0.938,0,FirstClass,Customer N_280
Existing Customer,58,F,High School,Blue,2439,1.269,1731,34,1.833,0.935,SecondClass,Customer N_281
Existing Customer,52,M,High School,Blue,1173,0.541,1435,32,0.6,0.155,SecondClass,Customer N_282
Existing Customer,41,M,High School,Blue,2517,0.994,1882,38,0.652,0.111,SecondClass,Customer N_283
Existing Customer,62,F,Uneducated,Blue,1648,1.227,2058,34,0.789,0.435,SecondClass,Customer N_284
Existing Customer,54,M,Graduate,Blue,2517,1.019,1658,32,1.462,0.932,SecondClass,Customer N_285
Existing Customer,40,F,High School,Blue,2117,1.049,1334,32,0.6,0.829,SecondClass,Customer N_286
Existing Customer,43,M,Graduate,Blue,1090,0.751,1441,29,0.812,0.463,FirstClass,Customer N_287
Existing Customer,53,F,Graduate,Blue,0,0.939,1371,39,1.167,0,SecondClass,Customer N_288
Existing Customer,55,M,Uneducated,Blue,1375,0.683,1991,38,0.583,0.953,SecondClass,Customer N_289
Existing Customer,46,M,Graduate,Blue,755,1.166,1278,22,1.444,0.07,SecondClass,Customer N_290
Existing Customer,41,M,Uneducated,Blue,1503,0.797,1734,39,1.167,0.188,SecondClass,Customer N_291
Existing Customer,49,M,Uneducated,Blue,2517,0.703,1330,34,1.125,0.135,SecondClass,Customer N_292
Existing Customer,46,M,Uneducated,Blue,2165,0.837,1672,32,0.524,0.063,FirstClass,Customer N_293
Existing Customer,50,F,Uneducated,Blue,0,1.068,1439,41,1.05,0,SecondClass,Customer N_294
Existing Customer,40,M,Graduate,Blue,2031,1.284,1558,31,0.938,0.82,FirstClass,Customer N_295
Existing Customer,51,M,High School,Blue,2274,0.788,1795,47,0.679,0.066,FirstClass,Customer N_296
Existing Customer,50,F,Graduate,Blue,1440,0.431,893,22,0.375,0.616,SecondClass,Customer N_297
Existing Customer,47,F,Graduate,Blue,0,0.844,1099,27,0.588,0,SecondClass,Customer N_298
Existing Customer,36,F,Graduate,Blue,969,0.999,1893,15,2.75,0.595,SecondClass,Customer N_299
Existing Customer,47,F,Graduate,Blue,1644,1.052,1151,31,1.385,0.521,SecondClass,Customer N_300
Existing Customer,46,F,Graduate,Blue,1270,0.93,1519,31,0.938,0.268,SecondClass,Customer N_301
Existing Customer,46,M,High School,Blue,1785,0.572,1245,25,0.786,0.09,FirstClass,Customer N_302
Existing Customer,52,M,Uneducated,Blue,793,0.685,1102,27,0.286,0.035,SecondClass,Customer N_303
Existing Customer,40,F,Graduate,Blue,1521,0.974,1060,30,1.308,0.405,SecondClass,Customer N_304
Existing Customer,54,F,High School,Blue,1411,0.817,1459,35,1.188,0.885,SecondClass,Customer N_305
Existing Customer,55,F,High School,Blue,1403,0.886,1456,39,0.444,0.546,SecondClass,Customer N_306
Existing Customer,45,M,High School,Blue,1766,0.828,1353,24,1.182,0.569,SecondClass,Customer N_307
Existing Customer,49,M,Graduate,Blue,1560,0.751,1173,32,0.391,0.648,SecondClass,Customer N_308
Existing Customer,63,M,Uneducated,Blue,1955,1.174,1746,28,1,0.08,FirstClass,Customer N_309
Existing Customer,40,F,High School,Gold,726,0.556,1279,28,0.867,0.047,SecondClass,Customer N_310
Existing Customer,41,F,Graduate,Silver,2250,0.484,1307,29,0.261,0.183,SecondClass,Customer N_311
Existing Customer,37,M,Graduate,Blue,1818,0.711,1473,37,1.176,0.639,FirstClass,Customer N_312
Existing Customer,58,M,Uneducated,Blue,1794,0.778,1805,37,0.762,0.183,FirstClass,Customer N_313
Existing Customer,55,M,High School,Blue,2381,0.996,1421,23,1.3,0.329,SecondClass,Customer N_314
Existing Customer,53,F,High School,Blue,1576,0.728,1272,37,1.312,0.678,SecondClass,Customer N_315
Existing Customer,57,M,Graduate,Blue,1980,0.616,1409,34,0.619,0.162,FirstClass,Customer N_316
Attrited Customer,43,M,Post-Graduate,Blue,1547,1.087,647,15,0.364,0.274,FirstClass,Customer N_317
Existing Customer,58,M,Graduate,Blue,1617,0.578,1275,25,0.667,0.161,SecondClass,Customer N_318
Existing Customer,54,F,Graduate,Blue,1480,0.979,1702,37,0.947,0.73,SecondClass,Customer N_319
Existing Customer,53,M,Graduate,Blue,1162,0.644,1256,26,1,0.183,SecondClass,Customer N_320
Existing Customer,39,F,College,Blue,2008,0.944,3178,53,0.656,0.512,SecondClass,Customer N_321
Existing Customer,56,M,High School,Blue,1233,1.521,1626,29,1.636,0.134,SecondClass,Customer N_322
Existing Customer,59,F,Post-Graduate,Blue,1346,1.052,1960,57,0.727,0.692,SecondClass,Customer N_323
Existing Customer,42,M,Uneducated,Blue,1554,1.087,1154,38,1.235,0.162,SecondClass,Customer N_324
Existing Customer,42,M,Graduate,Silver,843,0.637,1629,38,0.727,0.03,SecondClass,Customer N_325
Existing Customer,43,M,College,Blue,1662,0.693,1226,25,0.923,0.067,FirstClass,Customer N_326
Existing Customer,55,M,High School,Blue,2233,1.095,1743,27,0.929,0.587,FirstClass,Customer N_327
Existing Customer,52,M,Uneducated,Blue,1306,0.791,1139,39,0.444,0.478,FirstClass,Customer N_328
Existing Customer,46,M,Uneducated,Blue,1253,0.638,1073,21,0.4,0.098,SecondClass,Customer N_329
Attrited Customer,57,M,Uneducated,Blue,1120,1.045,683,17,0.7,0.361,FirstClass,Customer N_330
Existing Customer,48,M,College,Blue,0,0.511,1159,32,0.684,0,FirstClass,Customer N_331
Existing Customer,48,M,High School,Blue,2094,0.648,1205,28,0.867,0.07,FirstClass,Customer N_332
Existing Customer,47,M,Graduate,Blue,2033,0.83,1409,37,0.37,0.312,SecondClass,Customer N_333
Attrited Customer,42,M,College,Blue,0,0.742,1000,18,0.059,0,SecondClass,Customer N_334
Existing Customer,41,M,Graduate,Silver,0,0.61,1209,39,0.3,0,SecondClass,Customer N_335
Existing Customer,51,M,College,Silver,1254,0.869,1366,25,0.786,0.036,FirstClass,Customer N_336
Existing Customer,55,F,Graduate,Blue,0,0.466,1161,44,0.375,0,SecondClass,Customer N_337
Existing Customer,67,M,Uneducated,Blue,1675,0.781,1512,38,0.407,0.539,SecondClass,Customer N_338
Existing Customer,39,M,Graduate,Blue,913,1.059,1750,35,1.333,0.36,SecondClass,Customer N_339
Existing Customer,54,M,Post-Graduate,Blue,1954,1.139,1170,24,0.846,0.15,SecondClass,Customer N_340
Existing Customer,47,M,High School,Silver,1249,1.01,1198,33,0.833,0.077,SecondClass,Customer N_341
Existing Customer,49,M,Post-Graduate,Blue,1965,0.637,1329,26,0.444,0.243,SecondClass,Customer N_342
Attrited Customer,42,F,Graduate,Blue,1673,0.835,857,36,1.118,0.867,SecondClass,Customer N_343
Existing Customer,44,M,Uneducated,Blue,1454,0.708,1435,25,1.778,0.168,SecondClass,Customer N_344
Attrited Customer,49,F,Graduate,Blue,0,0.727,715,20,0.818,0,SecondClass,Customer N_345
Existing Customer,45,M,Graduate,Blue,2517,0.912,1512,42,0.909,0.103,FirstClass,Customer N_346
Existing Customer,63,M,High School,Blue,0,1.636,2399,43,0.955,0,SecondClass,Customer N_347
Existing Customer,44,M,Graduate,Blue,785,0.543,906,22,1.2,0.19,FirstClass,Customer N_348
Existing Customer,44,F,College,Silver,1930,0.75,1052,16,1.286,0.179,SecondClass,Customer N_349
Existing Customer,40,M,High School,Blue,1001,0.786,975,11,0.833,0.145,SecondClass,Customer N_350
Attrited Customer,39,M,Uneducated,Blue,1299,0.842,783,20,0.667,0.093,SecondClass,Customer N_351
Existing Customer,42,M,High School,Blue,1916,0.781,990,21,0.909,0.064,FirstClass,Customer N_352
Existing Customer,54,M,High School,Blue,0,0.576,1097,24,0.5,0,FirstClass,Customer N_353
Existing Customer,46,F,Graduate,Blue,820,0.64,1327,41,0.864,0.087,SecondClass,Customer N_354
Existing Customer,50,F,College,Blue,0,0.876,1058,34,0.889,0,SecondClass,Customer N_355
Existing Customer,55,M,High School,Blue,0,0.785,1476,38,0.9,0,SecondClass,Customer N_356
Existing Customer,46,F,Graduate,Blue,1627,0.747,1230,36,0.565,0.706,SecondClass,Customer N_357
Existing Customer,47,F,Uneducated,Blue,2081,0.909,1581,44,0.833,0.146,SecondClass,Customer N_358
Existing Customer,40,M,Doctorate,Blue,1727,0.693,1612,39,1.438,0.075,SecondClass,Customer N_359
Existing Customer,58,F,Graduate,Blue,1794,0.564,1724,45,0.452,0.309,SecondClass,Customer N_360
Existing Customer,48,M,Graduate,Blue,1390,1.205,1784,35,0.944,0.202,SecondClass,Customer N_361
Existing Customer,48,M,Graduate,Platinum,1531,0.862,1156,29,1.071,0.044,FirstClass,Customer N_362
Existing Customer,53,F,College,Blue,1469,1.322,2556,49,1.13,0.708,SecondClass,Customer N_363
Existing Customer,50,M,Graduate,Blue,0,0.845,1590,37,0.37,0,FirstClass,Customer N_364
Attrited Customer,52,F,Graduate,Blue,0,1.005,884,19,0.727,0,SecondClass,Customer N_365
Attrited Customer,53,F,Uneducated,Blue,1518,1.019,973,25,0.923,0.766,SecondClass,Customer N_366
Existing Customer,56,F,Graduate,Blue,0,0.741,1447,30,0.875,0,SecondClass,Customer N_367
Existing Customer,49,M,High School,Blue,1143,0.512,1193,21,0.615,0.039,FirstClass,Customer N_368
Attrited Customer,54,M,Graduate,Blue,0,0.967,706,21,0.5,0,SecondClass,Customer N_369
Existing Customer,41,F,High School,Blue,0,0.67,1306,39,0.5,0,SecondClass,Customer N_370
Attrited Customer,53,M,Uneducated,Blue,0,0.659,748,20,0.429,0,FirstClass,Customer N_371
Existing Customer,47,M,Uneducated,Blue,1565,0.674,1774,42,2,0.053,FirstClass,Customer N_372
Existing Customer,46,F,Post-Graduate,Blue,1910,0.863,1209,25,1.5,0.381,SecondClass,Customer N_373
Existing Customer,53,F,High School,Blue,1074,0.67,1074,31,0.632,0.312,SecondClass,Customer N_374
Existing Customer,60,M,Graduate,Blue,1078,0.79,1786,50,0.786,0.046,FirstClass,Customer N_375
Existing Customer,59,F,Graduate,Blue,1611,0.74,1456,36,0.714,0.529,SecondClass,Customer N_376
Existing Customer,56,M,Uneducated,Blue,1654,0.491,1470,42,0.235,0.428,SecondClass,Customer N_377
Attrited Customer,35,M,Post-Graduate,Blue,1911,0.528,715,25,0.562,0.112,FirstClass,Customer N_378
Existing Customer,50,M,Graduate,Blue,839,1.326,1198,24,1,0.036,SecondClass,Customer N_379
Existing Customer,53,M,Post-Graduate,Blue,1208,0.957,1556,43,1.048,0.041,FirstClass,Customer N_380
Existing Customer,63,M,Graduate,Blue,2061,2.271,1606,30,1.5,0.147,SecondClass,Customer N_381
Attrited Customer,43,F,Uneducated,Blue,2517,1.046,929,31,0.409,0.85,SecondClass,Customer N_382
Existing Customer,61,M,Uneducated,Blue,1138,0.675,1199,32,0.6,0.517,SecondClass,Customer N_383
Existing Customer,37,F,Post-Graduate,Blue,1483,1.362,2400,60,0.622,0.72,SecondClass,Customer N_384
Existing Customer,41,M,Uneducated,Blue,896,0.954,1270,33,0.833,0.056,FirstClass,Customer N_385
Attrited Customer,56,M,College,Blue,0,0.885,654,14,0.4,0,FirstClass,Customer N_386
Existing Customer,56,M,Graduate,Blue,1526,0.942,1909,54,0.688,0.548,SecondClass,Customer N_387
Attrited Customer,52,F,Post-Graduate,Blue,0,1.035,922,25,0.562,0,SecondClass,Customer N_388
Existing Customer,40,F,High School,Blue,2235,0.542,1158,42,0.355,0.436,SecondClass,Customer N_389
Existing Customer,63,M,Graduate,Blue,2362,0.89,1323,26,0.444,0.82,SecondClass,Customer N_390
Existing Customer,58,M,High School,Blue,0,0.481,1025,35,0.667,0,SecondClass,Customer N_391
Existing Customer,46,M,Uneducated,Blue,1597,0.858,1628,51,1.217,0.046,FirstClass,Customer N_392
Existing Customer,37,F,Graduate,Blue,885,1.04,1377,32,0.684,0.201,SecondClass,Customer N_393
Existing Customer,46,M,Graduate,Blue,723,0.815,1517,33,0.65,0.039,FirstClass,Customer N_394
Existing Customer,46,F,Post-Graduate,Blue,1972,0.783,1528,25,1.083,0.523,SecondClass,Customer N_395
Existing Customer,41,M,Graduate,Blue,1748,0.715,1329,24,0.6,0.081,FirstClass,Customer N_396
Existing Customer,48,F,High School,Blue,774,0.965,1505,33,0.737,0.403,SecondClass,Customer N_397
Existing Customer,49,F,Graduate,Blue,1713,0.96,1172,38,0.462,0.171,SecondClass,Customer N_398
Existing Customer,44,M,Graduate,Blue,2098,1.16,1646,39,1.294,0.176,FirstClass,Customer N_399
Existing Customer,39,F,College,Blue,1529,1.26,1693,32,1.286,0.671,SecondClass,Customer N_400
Existing Customer,57,M,College,Blue,0,0.781,1336,23,0.211,0,SecondClass,Customer N_401
Existing Customer,48,M,High School,Blue,1351,0.759,1289,19,0.727,0.044,FirstClass,Customer N_402
Existing Customer,47,M,High School,Blue,1923,0.505,1416,32,0.778,0.079,FirstClass,Customer N_403
Existing Customer,54,F,College,Blue,0,0.75,1885,51,0.545,0,SecondClass,Customer N_404
Existing Customer,54,M,Graduate,Blue,2216,0.76,1744,53,0.606,0.752,SecondClass,Customer N_405
Existing Customer,52,M,High School,Blue,1112,1.519,1922,48,0.655,0.194,FirstClass,Customer N_406
Existing Customer,59,M,College,Blue,1603,0.591,1300,36,0.8,0.221,SecondClass,Customer N_407
Existing Customer,56,F,College,Blue,1257,0.891,1439,39,1.053,0.476,SecondClass,Customer N_408
Existing Customer,55,M,High School,Blue,809,1.566,1917,33,0.941,0.048,FirstClass,Customer N_409
Existing Customer,48,F,College,Blue,1672,0.696,1391,39,0.625,0.179,SecondClass,Customer N_410
Existing Customer,56,F,College,Blue,2517,0.938,1246,31,0.824,0.911,SecondClass,Customer N_411
Existing Customer,41,M,Uneducated,Blue,1044,1.08,1248,27,0.688,0.06,SecondClass,Customer N_412
Existing Customer,65,F,High School,Blue,2493,0.665,1936,44,1.316,0.78,SecondClass,Customer N_413
Existing Customer,34,M,Post-Graduate,Blue,1786,1.06,2375,63,0.575,0.35,FirstClass,Customer N_414
Existing Customer,56,M,Post-Graduate,Blue,2517,0.484,1238,25,1.083,0.636,SecondClass,Customer N_415
Existing Customer,62,F,High School,Blue,1985,1.346,1626,41,0.864,0.632,SecondClass,Customer N_416
Existing Customer,38,F,Uneducated,Blue,0,0.479,1204,28,0.333,0,SecondClass,Customer N_417
Existing Customer,58,M,High School,Blue,1535,1.138,1612,47,0.88,0.24,SecondClass,Customer N_418
Existing Customer,41,F,Graduate,Blue,1658,0.638,1071,28,1,0.698,SecondClass,Customer N_419
Existing Customer,33,M,Graduate,Blue,1721,0.68,1378,37,0.762,0.877,SecondClass,Customer N_420
Existing Customer,47,F,College,Blue,1084,0.63,1100,29,0.381,0.255,SecondClass,Customer N_421
Existing Customer,56,F,Graduate,Blue,1152,0.94,2052,45,0.607,0.226,SecondClass,Customer N_422
Existing Customer,51,M,Graduate,Blue,2517,0.949,1349,33,1.357,0.78,SecondClass,Customer N_423
Existing Customer,49,M,Graduate,Silver,977,0.893,1215,36,0.714,0.048,SecondClass,Customer N_424
Existing Customer,26,M,Graduate,Blue,2019,0.525,2644,40,0.481,0.781,SecondClass,Customer N_425
Attrited Customer,58,M,College,Blue,1799,1.022,918,14,0.556,0.148,FirstClass,Customer N_426
Existing Customer,46,M,High School,Gold,2113,0.618,1362,31,1.214,0.061,FirstClass,Customer N_427
Existing Customer,48,M,High School,Blue,1013,0.575,1222,37,0.85,0.029,FirstClass,Customer N_428
Existing Customer,42,M,Uneducated,Blue,0,0.62,1364,32,0.684,0,SecondClass,Customer N_429
Existing Customer,37,M,Graduate,Blue,1203,0.93,1463,40,1,0.12,FirstClass,Customer N_430
Existing Customer,50,M,High School,Silver,1513,0.802,1878,55,0.41,0.076,SecondClass,Customer N_431
Existing Customer,41,F,High School,Blue,838,0.591,1489,32,0.455,0.169,SecondClass,Customer N_432
Existing Customer,48,F,Graduate,Blue,1603,1.167,1437,37,0.609,0.514,SecondClass,Customer N_433
Existing Customer,46,M,College,Blue,2332,0.755,1313,37,0.609,0.108,FirstClass,Customer N_434
Existing Customer,61,M,High School,Blue,1412,0.722,1290,38,0.462,0.257,SecondClass,Customer N_435
Existing Customer,39,F,Doctorate,Blue,1466,0.512,1438,28,0.556,0.202,SecondClass,Customer N_436
Existing Customer,51,M,High School,Blue,1692,0.701,1233,29,0.611,0.231,FirstClass,Customer N_437
Attrited Customer,45,M,Graduate,Blue,0,0.676,709,27,0.421,0,SecondClass,Customer N_438
Existing Customer,47,M,Graduate,Blue,0,0.865,1283,28,1.154,0,SecondClass,Customer N_439
Existing Customer,41,M,High School,Blue,2517,0.892,1101,37,0.276,0.197,SecondClass,Customer N_440
Existing Customer,48,M,College,Blue,1601,0.493,1593,36,0.333,0.061,FirstClass,Customer N_441
Existing Customer,50,F,Graduate,Blue,1928,0.412,1631,46,0.533,0.617,SecondClass,Customer N_442
Existing Customer,56,F,Post-Graduate,Blue,2259,1.134,2194,53,0.606,0.458,SecondClass,Customer N_443
Existing Customer,39,F,College,Blue,0,0.605,1128,27,0.929,0,SecondClass,Customer N_444
Existing Customer,47,M,Graduate,Blue,1667,0.566,1497,35,0.25,0.142,FirstClass,Customer N_445
Existing Customer,44,M,Graduate,Blue,0,1.058,1385,50,0.515,0,FirstClass,Customer N_446
Attrited Customer,43,F,Post-Graduate,Blue,0,1.004,974,28,0.273,0,SecondClass,Customer N_447
Attrited Customer,59,M,High School,Blue,0,0.749,731,18,0.5,0,SecondClass,Customer N_448
Existing Customer,48,M,College,Blue,1040,0.904,1744,50,0.852,0.054,SecondClass,Customer N_449
Existing Customer,44,M,Graduate,Blue,1993,0.777,1766,39,0.625,0.374,SecondClass,Customer N_450
Existing Customer,45,M,Graduate,Blue,894,1.285,1773,39,1.053,0.051,SecondClass,Customer N_451
Existing Customer,39,M,Graduate,Blue,0,1.078,1860,37,0.85,0,FirstClass,Customer N_452
Existing Customer,40,M,College,Blue,0,0.684,1179,27,0.688,0,FirstClass,Customer N_453
Attrited Customer,62,M,High School,Blue,0,0.749,906,16,0.333,0,SecondClass,Customer N_454
Existing Customer,26,M,Graduate,Blue,1616,0.466,2781,54,0.35,0.491,SecondClass,Customer N_455
Existing Customer,60,M,Uneducated,Blue,1728,0.652,1650,53,0.606,0.719,SecondClass,Customer N_456
Existing Customer,54,F,Doctorate,Blue,1999,0.812,1446,37,0.762,0.216,SecondClass,Customer N_457
Existing Customer,62,M,Graduate,Blue,895,0.658,1703,48,0.371,0.244,SecondClass,Customer N_458
Attrited Customer,57,M,College,Blue,0,0.856,761,17,0.214,0,SecondClass,Customer N_459
Existing Customer,59,M,Graduate,Blue,0,0.533,1536,44,0.63,0,SecondClass,Customer N_460
Existing Customer,46,M,Graduate,Blue,2480,0.543,1373,36,1.118,0.572,SecondClass,Customer N_461
Existing Customer,44,M,High School,Blue,1034,0.759,1256,29,0.706,0.32,SecondClass,Customer N_462
Existing Customer,43,M,Uneducated,Silver,1938,0.426,1215,45,0.406,0.056,FirstClass,Customer N_463
Existing Customer,57,M,Uneducated,Blue,1961,1.125,2244,58,0.706,0.099,FirstClass,Customer N_464
Existing Customer,46,M,College,Blue,1729,0.408,1409,36,0.5,0.07,FirstClass,Customer N_465
Existing Customer,40,M,High School,Blue,1975,0.708,1469,23,1.091,0.545,SecondClass,Customer N_466
Existing Customer,57,F,Graduate,Blue,1945,0.886,1277,29,0.526,0.178,SecondClass,Customer N_467
Existing Customer,44,M,Graduate,Blue,0,0.695,1227,24,0.5,0,SecondClass,Customer N_468
Existing Customer,47,F,Doctorate,Blue,1184,0.85,1336,38,0.652,0.214,SecondClass,Customer N_469
Existing Customer,47,M,Doctorate,Blue,706,1.317,1110,58,0.349,0.036,SecondClass,Customer N_470
Existing Customer,50,F,High School,Blue,1412,0.763,1474,26,0.857,0.482,SecondClass,Customer N_471
Existing Customer,53,F,College,Blue,1618,1.073,1955,44,0.76,0.314,SecondClass,Customer N_472
Attrited Customer,56,M,College,Blue,0,0.701,660,17,0.308,0,SecondClass,Customer N_473
Attrited Customer,55,M,High School,Blue,0,1.037,888,18,1.25,0,SecondClass,Customer N_474
Existing Customer,53,F,High School,Blue,1170,1.297,1785,45,1.143,0.393,SecondClass,Customer N_475
Existing Customer,57,M,High School,Blue,1822,0.593,1211,25,0.923,0.666,SecondClass,Customer N_476
Existing Customer,50,M,Graduate,Blue,862,0.65,1391,40,0.212,0.599,FirstClass,Customer N_477
Existing Customer,52,M,Graduate,Blue,2174,0.426,1616,50,0.515,0.063,FirstClass,Customer N_478
